Total_Stops,Day_of_journey,month_of_journey,Arrival_hour,Arrival_min,Dep_hour,Dep_min,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Duration_hours,Duration_mins
0,27,5,19,40,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,30
0,15,3,17,10,14,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0
1,6,12,18,15,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,20
0,6,9,12,55,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,27,6,12,20,9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,5,9,9,5,20,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,45
0,6,1,14,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,21,3,12,35,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
1,5,12,14,25,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0
1,27,3,4,25,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,10
2,5,9,1,20,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,20
1,18,5,12,35,19,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,20
1,6,3,4,25,17,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,55
2,24,6,4,25,18,20,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,5
1,5,9,16,10,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5
1,3,1,14,25,9,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,40
1,3,1,13,15,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15
0,3,1,17,55,15,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,24,6,4,25,14,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,25
2,21,3,18,50,19,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,40
3,6,12,21,0,11,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,25
0,4,9,0,5,21,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,40
2,18,5,9,25,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,20
1,6,6,17,35,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,15
0,5,6,10,40,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,27,3,19,45,5,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,38,20
0,4,3,18,25,16,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,4,1,22,5,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,40
2,5,6,8,55,5,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,5
2,15,6,4,25,6,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,40
0,24,6,20,5,17,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,20
0,3,9,9,20,7,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,15
1,3,6,9,30,11,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,50
1,5,6,10,55,20,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,30
0,27,3,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,6,9,4,25,5,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,22,55
1,24,3,20,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,30
1,27,6,19,15,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,15
1,15,5,8,15,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,20
0,6,3,14,30,11,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,24,6,8,55,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
1,27,5,19,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0
1,6,12,19,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0
0,21,5,10,10,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
2,6,9,7,55,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,55
0,24,3,18,35,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,35
1,24,3,16,20,16,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,25
0,15,6,20,35,19,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,3,9,17,45,15,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,21,5,18,5,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
2,3,3,9,25,9,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,40
1,6,12,4,25,21,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
1,5,1,1,30,18,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,55
0,4,3,0,15,21,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,4,6,13,35,7,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,10
0,15,3,12,35,9,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,45
0,15,6,4,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
1,15,3,20,35,16,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20
2,3,9,19,15,5,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,20
1,6,9,19,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,0
0,21,6,17,45,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,24,5,1,30,10,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14,55
0,21,6,17,5,14,45,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
1,3,9,19,15,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,15
0,4,6,21,50,18,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
0,27,5,23,20,20,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,27,4,9,40,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,40
1,24,6,7,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,25
0,27,4,10,10,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
1,27,5,22,30,14,20,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,10
0,4,1,19,45,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,24,6,10,40,9,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,5,3,10,35,8,20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
0,27,5,21,40,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,35
1,6,9,12,35,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,35
0,27,4,19,50,17,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,4,1,23,25,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,15
1,18,5,13,35,7,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,10
1,3,9,9,15,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,10
1,4,1,23,35,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,35
1,15,5,10,45,7,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,27,35
1,15,6,12,55,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,55
1,3,9,18,50,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,5
1,5,9,13,25,7,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,30
1,21,3,13,15,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15
1,3,6,10,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0
1,6,6,7,40,21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,40
1,15,5,19,15,8,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,30
1,15,5,1,30,9,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16,15
1,27,3,19,45,17,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,15
2,27,3,9,25,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,20
1,15,6,12,35,13,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,35
1,6,12,9,20,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,10
1,6,6,19,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,0
1,15,3,16,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,10
1,5,6,18,30,11,15,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,15
2,3,6,19,45,19,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,35
0,6,6,12,0,9,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
0,18,5,1,0,22,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,27,3,1,35,18,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0
0,18,6,16,25,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
0,15,3,22,55,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55
0,6,3,4,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
0,5,3,21,55,19,35,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,20
1,4,9,12,35,22,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,45
0,15,6,19,40,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,24,5,4,40,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,40
1,5,9,19,0,19,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,15
2,27,5,19,15,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,15
1,6,9,12,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,50
1,6,9,12,0,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,50
2,6,1,12,35,9,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,55
1,5,12,23,30,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,55
1,5,6,10,5,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,10
1,21,3,21,20,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,20
0,6,6,14,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
0,15,3,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,15,5,4,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,30
0,18,3,17,35,14,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5
1,21,5,9,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,20
1,5,1,9,20,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,15
1,5,12,4,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,30
0,18,5,14,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
1,4,1,22,35,16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5
0,24,3,19,45,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45
0,15,6,7,55,6,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,3,9,19,15,16,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,35
0,5,6,7,40,5,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
1,15,6,19,15,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,15
1,3,6,10,25,20,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,50
2,3,6,16,55,16,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5
1,6,6,21,5,9,35,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,30
1,27,3,19,45,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,20,40
2,18,3,10,35,8,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,45
1,6,1,22,5,15,45,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,20
1,15,5,12,30,7,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,15
1,4,1,10,45,20,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14,25
0,4,1,14,45,13,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,4,3,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,4,6,10,30,6,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,15
0,27,5,6,50,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
0,4,3,11,50,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,27,3,4,25,21,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
1,21,5,4,40,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,45
0,18,5,20,5,17,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,20
1,24,5,17,15,8,35,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,40
2,3,6,19,15,5,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,20
1,27,3,16,10,7,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5
1,6,3,12,10,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,5
1,6,6,19,0,11,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,20
1,24,3,12,0,8,25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,35
2,18,5,4,25,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,20
1,5,9,12,0,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,30
0,3,9,0,5,21,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,55
1,3,6,9,15,20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13,0
1,15,6,12,35,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,30
0,6,6,17,45,15,15,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,27,6,19,0,7,30,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,30
0,24,4,19,40,17,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,4,6,12,35,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,20
1,15,5,9,20,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,10
0,21,3,16,45,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,21,4,7,25,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,25
0,5,3,22,25,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
1,21,3,10,25,14,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20
1,18,5,9,20,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,25
0,24,5,22,50,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,27,3,10,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0
0,27,3,21,35,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,6,6,9,25,9,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,23,40
0,5,12,23,50,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,50
1,6,9,4,25,20,55,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,30
2,15,6,12,35,9,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,55
1,5,9,21,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0
1,15,5,19,35,10,35,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0
1,27,6,22,30,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,20
2,21,5,4,25,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,29,20
1,24,6,19,15,11,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,35
0,6,12,15,50,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,50
1,6,9,22,30,16,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,20
1,24,3,16,20,19,45,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,35
2,21,5,5,35,16,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,45
2,6,6,19,0,11,40,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,20
0,5,12,22,0,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5
0,4,3,9,30,6,55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,35
1,27,3,13,20,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,20
0,4,1,4,20,2,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
0,4,1,18,5,15,30,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,35
0,5,1,8,55,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,45
0,15,3,17,5,14,40,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,25
1,18,5,10,5,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,55
2,4,9,7,40,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,35
1,21,3,0,35,19,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,18,3,8,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,50
1,3,3,22,20,11,55,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,25
1,5,12,8,15,18,55,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,20
0,3,12,20,45,19,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,15
0,18,3,11,50,10,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
1,4,1,12,0,17,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,30
1,15,6,12,35,2,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,20
1,5,6,23,45,19,20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,25
1,3,3,1,35,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,35
1,24,3,20,40,21,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,30
3,5,12,23,15,9,50,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,25
1,5,6,4,40,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,10
1,4,6,23,0,17,40,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,20
1,21,5,20,25,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,25
0,4,12,14,5,11,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,24,5,23,35,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,35
0,15,3,21,35,20,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
0,15,4,14,15,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,15
2,15,6,7,40,6,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,50
0,3,9,19,50,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50
2,6,6,7,55,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,35
2,21,3,18,50,10,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32,5
0,27,3,8,35,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,25
1,24,6,19,0,21,50,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,10
2,3,3,18,50,5,25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,37,25
1,21,5,23,30,19,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,35
1,6,12,16,10,9,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,25
0,5,3,21,20,18,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
2,5,9,19,0,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,55
1,24,5,16,20,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,50
1,6,12,12,35,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,35
1,3,3,1,35,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,35
1,15,5,4,40,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,40
0,6,3,21,5,19,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,30
2,27,6,19,0,23,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,19,55
0,5,6,18,10,15,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,55
1,15,6,19,15,10,35,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,40
1,4,9,10,30,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,40
1,6,3,19,0,7,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11,55
1,6,12,19,35,14,25,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,10
1,27,3,19,45,19,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,30
0,15,5,1,20,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,30
0,15,6,12,0,9,45,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,15
